업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜렌탈포유 렌터카,영업소,인천광역시 강화군 강화읍 강화대로 262,,37.74116454,126.500664,"인천광역시 강화군 강화대로 262, A동",,,34,29,5,0,0,,,,,,,,00:00,23:59,,,,,토+일,,,000-000-0000,2023-07-10,3570000,인천광역시 강화군
㈜브이아이피렌터카,영업소,경기도 고양시 일산동구 호수로 662,경기도 고양시 일산동구 장항동 751-1,37.66075116,126.7658759,"경기도 고양시 일산서구 중앙로 1560-34, 9층(대화동, 이마파킹프라자)",,,13,13,0,0,0,,,,,,,,09:00,19:00,,,,,,,,031-914-7711,2023-10-06,3940000,경기도 고양시
㈜브이아이피렌터카,영업소,경기도 화성시 동탄문화센터로 65,경기도 화성시 반송동 107-3,37.19998426,127.0725898,"경기도 화성시 동탄문화센터로 65, 지하2층(반송동, 에이스타운)",,,11,11,0,0,0,,,,,,,,09:00,19:00,,,,,,,,031-914-7711,2023-10-06,3940000,경기도 고양시
㈜아시아렌트카,주사업장,경기도 고양시 덕양구 용현로 3,경기도 고양시 덕양구 행신동 766-2,37.61307547,126.8356289,경기도 고양시 일산동구 위시티2로11번길 31(위시키스타타워주차장),,,62,62,0,1,0,,,,,,,,09:00,20:00,,,,,,,,031-979-8600,2023-10-06,3940000,경기도 고양시
㈜아시아렌트카,영업소,경기도 고양시 일산동구 고풍로43번길 33,경기도 고양시 일산동구 풍동 377-1,37.66133055,126.7944787,경기도 고양시 일산동구 위시티2로11번길 31(위시키스타타워주차장),,,1,1,0,0,0,,,,,,,,09:00,20:00,,,,,,,,031-979-8600,2023-10-06,3940000,경기도 고양시
㈜아시아렌트카,영업소,서울특별시 마포구 굴레방로1길 25,서울특별시 마포구 아현동 780,37.55384096,126.9559851,,"서울특별시 서초구 양재동 215, 하이브랜드주차장",,18,17,1,0,0,,,,,,,,09:00,20:00,,,,,,,,031-979-8600,2023-10-06,3940000,경기도 고양시
㈜아시아렌트카,영업소,강원특별자치도 원주시 세계로 1,강원특별자치도 원주시 반곡동 1913-7,37.32438265,127.987731,,충청북도 제천시 고명동 791,,6,6,0,0,0,,,,,,,,09:00,20:00,,,,,,,,031-979-8600,2023-10-06,3940000,경기도 고양시
㈜아시아렌트카,영업소,서울특별시 도봉구 해등로 190,서울특별시 도봉구 쌍문동 723,37.65821667,127.0357594,,"서울특별시 서초구 양재동 215, 하이브랜드주차장",,21,21,0,0,0,,,,,,,,09:00,20:00,,,,,,,,031-979-8600,2023-10-06,3940000,경기도 고양시
㈜이엔에이렌탈,주사업장,경기도 고양시 일산동구 동국로 99-4,경기도 고양시 일산동구 식사동 752-2,37.68166473,126.8021201,경기도 고양시 일산동구 동국로 99-4,,,103,103,0,0,0,,,,,,,,09:00,19:00,,,,,,,,031-975-5483,2023-10-06,3940000,경기도 고양시
㈜이엔에이렌탈,영업소,경기도 김포시 양촌읍 양곡우회로 50,경기도 김포시 양촌읍 양곡리 112,37.66608142,126.6327323,,경기도 김포시 월곶면 갈산리 178,,64,64,0,0,0,,,,,,,,09:00,19:00,,,,,,,,031-975-5483,2023-10-06,3940000,경기도 고양시
오뚜기렌트카,주사업장,"서울특별시 동대문구 망우로18가길 84-4, 2층","서울특별시 동대문구 휘경동 293-137, 2층",37.5867159,127.0596847,서울특별시 성북구 삼양로 22(길음동),서울특별시 성북구 길음동 1080,,51,50,1,0,0,,,,,,,,09:00,18:00,,,,,,,,02-2246-6300,2024-02-27,3050000,서울특별시 동대문구
듀오렌트카,주사업장,서울특별시 동대문구 장한로 119,,37.5714497051,127.0702129382,"서울특별시 강서구 양천로 476, 롯데시네마 B6",서울특별시강서구등촌동 73-1 금부빌딩,,53,53,0,0,0,,,,,,,,09:00,18:00,,,,,,,,070-8285-4972,2024-02-27,3050000,서울특별시 동대문구
빌려타렌트카㈜,영업소,서울특별시 강서구 양천로 396,,37.565734,126.845534,"서울특별시 강서구 마곡중앙6로 21, 마곡이너매스 B2,B3,B4 일부",서울특별시 강서구 마곡동 771-4,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,이서훈,02-1522-5280,2023-11-27,3150000,서울특별시 강서구
빌려타렌트카㈜,영업소,서울특별시 강서구 공항대로 303,서울특별시 강서구 등촌동 672-5,37.55850951,126.8415029,"서울특별시 강서구 마곡중앙6로 21, 마곡이너매스 B2,B3,B4 일부",서울특별시 강서구 마곡동 771-4,,11,11,0,0,0,,,,,,,,09:00,18:00,,,,,,,이서훈,02-1522-5280,2023-11-27,3150000,서울특별시 강서구
빌려타렌트카㈜,영업소,서울특별시 강서구 양천로53길 30,서울특별시 강서구 가양동 50-5,37.566573,126.8469077,"서울특별시 강서구 마곡중앙6로 21, 마곡이너매스 B2,B3,B4 일부",서울특별시 강서구 마곡동 771-4,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,이서훈,02-1522-5280,2023-11-27,3150000,서울특별시 강서구
㈜위메인렌터카,주사업장,서울특별시 강서구 마곡중앙6로 42,서울특별시 강서구 마곡동 774-9,37.56010774,126.8320824,"서울특별시 강서구 마곡중앙6로 16 (마곡동, 지엠지타워)",,,85,85,0,0,0,,,,,,,,09:00,18:00,,,,,,,안인경,02-2088-5888,2023-11-27,3150000,서울특별시 강서구
㈜터미널렌트카,주사업장,서울특별시 강서구 양천로59길 46,서울특별시 강서구 가양동 1488-8,37.56104156,126.860025,,서울특별시 강서구 방화동 829-1,,45,42,3,0,0,,,,,,,,09:00,18:00,,,,,,,곽희용,02-2065-0567,2023-11-27,3150000,서울특별시 강서구
㈜더라임,주사업장,서울특별시 강서구 방화대로 373,서울특별시 강서구 방화동 292-8,37.57411791,126.8163913,경기도 김포시 통진읍 율마로 236,경기도 김포시 통진읍 가현리 472-6,,50,48,2,0,0,,,,,,,,09:00,18:00,,,,,,,이덕순,02-2666-0854,2023-11-27,3150000,서울특별시 강서구
㈜애드렌트카,주사업장,서울특별시 강서구 양천로 344,서울특별시 강서구 마곡동 776-3,37.56826602,126.8403596,서울특별시 강서구 양천로 344,서울특별시 강서구 마곡동 776-3,,61,57,4,0,0,,,,,,,,09:00,18:00,,,,,,,김태효,02-2666-5333,2023-11-27,3150000,서울특별시 강서구
(합)경성렌트카,주사업장,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-3,37.55931354,126.8352392,"서울특별시 강서구 공항대로 261(마곡동, 발산파크프라자)",서울특별시 강서구 마곡동 797-4,,106,67,39,0,0,,,,,,,,09:00,18:00,,,,,,,허욱,02-6374-0001,2023-11-27,3150000,서울특별시 강서구
㈜해동렌트카,주사업장,서울특별시 강서구 공항대로 509,서울특별시 강서구 등촌동 649-14,37.55214393,126.863298,서울특별시 강서구 마곡동로10길 46 보타닉파크프라자,서울특별시 강서구 마곡동 727-26,,53,48,5,0,0,,,,,,,,09:00,18:00,,,,,,,임해동,02-2677-5972,2023-11-27,3150000,서울특별시 강서구
바로이렌트카㈜,주사업장,서울특별시 강서구 양천로57길 10-10,서울특별시 강서구 가양동 1480-7,37.56284398,126.8525983,서울특별시 서초구 매헌로16,서울특별시 서초구 양재동 215,,53,47,6,0,0,,,,,,,,09:00,18:00,,,,,,,한상태,02-3663-8805,2023-11-27,3150000,서울특별시 강서구
이카모빌리티 주식회사,주사업장,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-3,37.55931354,126.8352392,경기도 부천시 길주로121번길 17-28,경기도 부천시 상동 536-8,,32,1,0,31,0,,,,,,,,09:00,18:00,,,,,,,이종배,02-3663-2225,2023-11-27,3150000,서울특별시 강서구
예스렌터카㈜,주사업장,서울특별시 강서구 마곡서로 101,서울특별시 강서구 마곡동 768-3,37.56267069,126.8236056,,서울특별시 중구 신당동 233-19 외 4필지,,105,104,1,0,0,,,,,,,,09:00,18:00,,,,,,,한상엽,1833-3212,2023-11-27,3150000,서울특별시 강서구
제이피케이모빌리티(주),주사업장,서울특별시 강서구 마곡서로 152,,37.56771074,126.8256375,경기도 김포시 고촌읍 아락육로152번길 45,,,111,111,0,0,0,,,,,,,,09:00,18:00,,,,,,,차두준,1522-6541,2023-11-27,3150000,서울특별시 강서구
비에프모빌리티(주),주사업장,서울특별시 강서구 마곡중앙6로 45,,37.5606089,126.8327206,,서울특별시 동대문구 답십리동 530-8,,57,57,0,0,0,,,,,,,,09:00,18:00,,,,,,,김우재,1522-0773,2023-11-27,3150000,서울특별시 강서구
비에프모빌리티(주),영업소,서울특별시 강서구 마곡중앙6로 45,,37.56063122,126.8327206,,서울특별시 영등포구 당산동2가 45-5,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,김우재,1522-0773,2023-11-27,3150000,서울특별시 강서구
㈜태경렌트카 강진영업소,영업소,전라남도 강진군 강진읍 중앙로 29,전라남도 강진군 강진읍 서성리 335,34.63441199,126.762554,전라남도 강진군 강진읍 중앙로 29,"전라남도 강진군 강진읍 서성리 335, 성전면 금당리 26번지",,224,101,23,0,0,,,,,,,,08:00,20:00,,,,,,,김진영,061-433-5757,2023-07-21,4920000,전라남도 강진군
㈜옥천렌트카,주사업장,충청북도 옥천군 옥천읍 양수로 87,,36.29733431,127.5568512,충청북도 옥천군 옥천읍 양수로 87,,,72,61,11,0,0,,,,,,,,09:00,18:00,,,,,,,,043-731-0110,2023-06-22,4430000,충청북도 옥천군
삼보렌트카,주사업장,서울특별시 서초구 서초대로127,서울특별시 서초구 방배동 880-5,37.488795,126.996129,서울특별시 중구 장충단로 72,"서울특별시 중구 장충동2가 201-6,7",3946,801,778,23,0,0,,,,,,,,09:00,18:00,,,,,,,,02-591-9977,2023-07-07,3210000,서울특별시 서초구
삼보렌트카,영업소,충청북도 청주시 흥덕구 진재로110번길 37,충청북도 청주시 흥덕구 복대동 293-1,36.640049,127.431790,충청북도 청주시 흥덕구 진재로110번길 37,충청북도 청주시 흥덕구 복대동 293-1,495,31,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-591-9977,2023-07-07,3210000,서울특별시 서초구
클로버렌트카,주사업장,"서울특별시 서초구 효령로 92, 2층 21,22호(방배동, 대우프라자)",서울특별시 서초구 방배동 1038,37.480162,126.994597,,서울특별시 관악구 남현동 산99-19,29,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2023-07-07,3210000,서울특별시 서초구
클로버렌트카,주사업장,"서울특별시 서초구 효령로 92, 2층 21,22호(방배동, 대우프라자)",서울특별시 서초구 방배동 1038,37.480162,126.994597,,서울특별시 서초구 방배동 916-4,660,36,36,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2023-07-07,3210000,서울특별시 서초구
클로버렌트카,영업소,경기도 평택시 청북읍 고잔6길 119-13,경기도 평택시 청북읍 고잔리 996-15,37.040874,126.893716,경기도 평택시 청북읍 고잔6길 119-13,경기도 평택시 청북읍 고잔리 996-15,1398,152,144,8,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2023-07-07,3210000,서울특별시 서초구
강남렌트카,주사업장,"서울특별시 서초구 바우뫼로41길 72-2,301호",서울특별시 서초구 양재동 7-37,37.483541,127.040232,서울특별시 영등포구 국회대로22길 20,서울특별시 영등포구 양평동3가 57-3,880,48,48,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-575-6486,2023-07-07,3210000,서울특별시 서초구
강남렌트카,영업소,"경기도 성남시 수정구 시민로 173,지하1층",경기도 성남시 수정구 신흥동 5491,37.443392,127.142357,경기도 성남시 분당구 서현로180번길 19,경기도 성남시 분당구 서현동 256,390,30,30,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-575-6486,2023-07-07,3210000,서울특별시 서초구
빵빵카,주사업장,서울특별시 서초구 신반포로23길 78-9,서울특별시 서초구 잠원동 71-5,37.511725,127.005649,서울특별시 서초구 성촌4길 19,서울특별시 서초구 우면동 674,1200,78,77,1,0,0,,,,,,,,09:00,18:00,,,,,,,,02-592-0079,2023-07-07,3210000,서울특별시 서초구
빵빵카,주사업장,서울특별시 서초구 신반포로23길 78-9,서울특별시 서초구 잠원동 71-5,37.511725,127.005649,,서울특별시 서초구 우면동 700,330,12,12,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-592-0079,2023-07-07,3210000,서울특별시 서초구
케이티앤에스,주사업장,"서울특별시 서초구 잠원로4길 54 , 116호(잠원동,매일종합상가)",서울특별시 서초구 잠원동 60-3,37.513035,127.012755,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,0,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-533-1421,2023-07-07,3210000,서울특별시 서초구
케이티앤에스,주사업장,"서울특별시 서초구 잠원로4길 54 , 116호(잠원동,매일종합상가)",서울특별시 서초구 잠원동 60-3,37.513035,127.012755,서울특별시 강남구 일원로 28(일원동),서울특별시 강남구 일원동 615-1,260,56,56,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-533-1421,2023-07-07,3210000,서울특별시 서초구
케이티앤에스,영업소,"서울특별시 성동구 성수이로 118, 9층 922호",서울특별시 성동구 성수동2가 277-17,37.545174,127.057857,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,0,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-533-1421,2023-07-07,3210000,서울특별시 서초구
투투렌트카,주사업장,"서울특별시 서초구 신반포로3길 8, 610호,611호",서울특별시 서초구 반포동 1313,37.502139,126.986904,서울특별시 강서구 마곡서로 101,서울특별시 강서구 마곡동 768-2,3250,247,246,1,0,0,,,,,,,,09:00,18:00,,,,,,,,02-599-0333,2023-07-07,3210000,서울특별시 서초구
투투렌트카,주사업장,"서울특별시 서초구 신반포로3길 8, 610호,611호",서울특별시 서초구 반포동 1313,37.502139,126.986904,서울특별시 강동구 천호대로 1102,서울특별시 강동구 성내동 199-10,390,20,20,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-599-0333,2023-07-07,3210000,서울특별시 서초구
㈜오토셀렉트,주사업장,"인천광역시 연수구 인천타워대로 323, 디동 309호(송도동, 송도센트로드)",,37.39952145,126.6295716,"인천광역시 연수구 테크노파크로 164, 송도중앙공원 주차장 (송도동)",,,49,49,0,0,0,,,,,,,,09:01,18:00,,,,,,,,032-859-8013,2024-03-22,3520000,인천광역시 연수구
㈜고고렌트카,주사업장,"인천광역시 연수구 비류대로321번길 1-8, 205호(청학동, 청산빌딩)",,37.42555785,126.6699433,"인천광역시 연수구 테크노파크로 164, 송도중앙공원 주차장 (송도동)",,,43,42,1,0,0,,,,,,,,09:01,18:00,,,,,,,,032-822-0600,2024-03-22,3520000,인천광역시 연수구
㈜뉴세진렌트카,주사업장,"인천광역시 연수구 선학로 101, 상가동 204호(선학동, 뉴서울1차아파트)",,37.42561445,126.7006819,"인천광역시 연수구 테크노파크로 164, 송도중앙공원 주차장 (송도동) 등 3곳",,,52,52,0,0,0,,,,,,,,09:01,18:00,,,,,,,,032-818-9923,2024-03-22,3520000,인천광역시 연수구
(주)바바리안모터스,주사업장,인천광역시 연수구 첨단대로124번길 74(송도동),,37.36008209,126.6521471,인천광역시 중구 신흥동3가 7-321 외 2곳,,,59,59,0,0,0,,,,,,,,09:01,18:00,,,,,,,,032-427-7301,2024-03-22,3520000,인천광역시 연수구
(주)가나다렌트카,주사업장,"인천광역시 연수구 인천타워대로 323, 씨동 3306호 (송도동,센트로드)",,37.39952317,126.6295727,"인천광역시 연수구 테크노파크로 164, 송도중앙공원 주차장 (송도동)",,,1,1,0,0,0,,,,,,,,09:01,18:00,,,,,,,,032-433-2525,2024-03-22,3520000,인천광역시 연수구
(주)가나다렌트카 (연수),영업소,"인천광역시 연수구 원인재로 124,B09호(동춘동, 한양상가)",,37.40813548,126.6811128,"인천광역시 연수구 테크노파크로 164, 송도중앙공원 주차장 (송도동)",,,6,4,2,0,0,,,,,,,,09:01,18:00,,,,,,,,032-582-1006,2024-03-22,3520000,인천광역시 연수구
네스트렌트카,주사업장,충청남도 공주시 정안면 정안중앙길 173,충청남도 공주시 정안면 광정리 258-4,36.609778,127.121082,-,"충청남도 천안시 동남구 129-2, 130-2, 131-1, 131-5",25,25,25,0,1,0,,,,,,,,09:00,18:00,,,,,,,김진섭,000-0000-0000,2022-11-22,4500000,충청남도 공주시
더뉴카렌트카,주사업장,충청남도 공주시 무령로 263-7(산성동),충청남도 공주시 산성동 69-10,36.456282,127.128952,충청남도 공주시 우성면 성곡길 80,충청남도 공주시 우성면 방문리 248-7,34,34,22,12,0,0,,,,,,,,09:00,18:00,,,,,,,박한식,000-0000-0000,2022-11-22,4500000,충청남도 공주시
듀오렌트카,주사업장,"충청남도 공주시 먹자3길 4, 1층(중동)",충청남도 공주시 중동 147-59,36.454629,127.124088,충청남도 천안시 서북구 성정동 1178,"충청남도 천안시 서북구 성정중 4길 39-3, 5층(성정동, 크라운타워)",41,41,41,0,2,0,,,,,,,,09:00,18:00,,,,,,,권오덕,000-0000-0000,2022-11-22,4500000,충청남도 공주시
제이피케이모빌리티㈜,주사업장,충청남도 공주시 이인면 와룡길 125,충청남도 공주시 이인면 신영리 544-5번지,36.328430,127.088126,충청남도 공주시 이인면 와룡길 125,충청남도 공주시 이인면 신영리 544-5번지,20,20,20,1,0,0,,,,,,,,09:00,18:00,,,,,,,박영협,000-0000-0000,2022-11-22,4500000,충청남도 공주시
㈜경동렌트카,주사업장,대구광역시 달서구 앞산순환로 279(송현동),대구광역시 달서구 송현동 2015-9,35.8271056,128.558189,대구광역시 달서구 장기동 12-4,대구광역시 달서구 장기동 12-4,100,72,69,3,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,서상기,053-628-1153,2023-05-31,6270000,대구광역시
㈜경원렌트카,주사업장,대구광역시 달성군 가창면 가창로 768(냉천리),대구광역시 달성군 가창면 냉천리 385-4,35.7811311,128.6443305,대구광역시 달성군 가창면 삼산리 898,대구광역시 달성군 가창면 삼산리 898,100,67,67,0,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,이정애,053-264-7100,2023-05-31,6270000,대구광역시
고려렌트카㈜,주사업장,대구광역시 동구 공항로31길9-7(불로동),대구광역시 동구 불로동 966,35.9013748,128.6298511,대구광역시 북구 침산동 262-2,대구광역시 북구 침산동262-2,100,404,362,42,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김길호,053-745-3700,2023-05-31,6270000,대구광역시
㈜씨엔에스렌터카,주사업장,"대구광역시 북구 유통단지로 16, 8동 2층 23호(산격동, 산업용재관)",대구광역시 북구 산격동 1629,35.90496577,128.6063956,대구광역시 북구 서변로3길 57-4(서변동),대구광역시 북구 서변동 1143-2,100,16,16,0,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,나병민,053-261-8500,2023-05-31,6270000,대구광역시
㈜공항렌트카,주사업장,대구광역시 북구 태전로 5(태전동),대구광역시 북구 태전동 160-2,35.92102378,128.5456792,대구광역시 서구 상리동 505-14,대구광역시 서구 상리동 505-14,100,93,88,5,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,송건희,053-556-8850,2023-05-31,6270000,대구광역시
㈜국제렌트카,주사업장,대구광역시 수성구 지범로 60,대구광역시 수성구 지산동 1161-2,35.825989,128.6271441,대구광역시 북구 국우동 737-1+737-4+737-5+737-6,대구광역시 북구 국우동 737-1+737-4+737-5+737-6,100,127,117,10,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,조석태,053-745-2112,2023-05-31,6270000,대구광역시
㈜굿모닝렌트카,주사업장,대구광역시 달서구 달서대로 475(호산동),대구광역시 달서구 호산동 719-4,35.8417883623,128.4915082,대구광역시 달성군 현풍읍 성하리 257-2,대구광역시 달성군 현풍읍 성하리 257-2,100,121,113,8,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김원일,053-559-0408,2023-05-31,6270000,대구광역시
㈜극동오토렌탈,주사업장,"대구광역시 동구 동부로22길 48, 오피스텔2104호(신천동,동대구유성푸르나임)",대구광역시 동구 신천동 292-6,35.8724363,128.6262212563,대구광역시 달서구 달구벌대로291길 91,대구광역시 달서구 달구벌대로291길 91,100,81,72,9,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김창우,053-984-6674,2023-05-31,6270000,대구광역시
(합)청훈렌트카,주사업장,충청남도 서산시 해미면 한티로 10,,36.7077101672,126.5517207130,충청남도 서산시 해미면 내포로 2486-8,,,21,19,2,0,0,,,,,,,,10:00,18:00,,,,,,,,041-688-6111,2023-07-07,4530000,충청남도 서산시
인더스㈜,주사업장,경기도 포천시 내촌면 내촌로 64,경기도 포천시 내촌면 내리 499-2,37.78564816,127.2273473,경기도 포천시 내촌면 내촌로 64,,50,51,51,0,0,0,50000,60000,70000,120000,120000,,,08:00,18:00,08:00,18:00,08:00,18:00,,,석효열,031-572-1005,2023-07-07,5600000,경기도 포천시
(합)경기렌트카,주사업장,"경기도 포천시 호국로 634, 솔모루타운 나-107",경기도 포천시 소흘읍 송우리 464,37.8252405,127.147126,"경기도 포천시 호국로 634, 가동 207호(솔모루타운)",,100,100,96,4,0,0,50000,60000,80000,450000,150000,,,09:00,20:00,09:00,20:00,09:00,20:00,,,안대현,031-541-2032,2023-07-07,5600000,경기도 포천시
㈜조은렌터카(금왕),영업소,충청북도 음성군 금왕읍 금석로 57-2,충청북도 음성군 금왕읍 무극리 80-10,36.99079676,127.598084,충청북도 음성군 금왕읍 금석로 57-2,충청북도 음성군 금왕읍 무극리 80-10,,6,6,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,장창기,043-877-8002,2023-07-06,4470000,충청북도 음성군
㈜씨엔씨 감곡영업소,영업소,충청북도 음성군 감곡면 북부로46,충청북도 음성군 감곡면 오향리 881-10,37.11355508,127.6411042,충청북도 음성군 감곡면 북부로46,충청북도 음성군 감곡면 오향리 881-10,,11,9,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,이석원,043-877-8283,2023-07-06,4470000,충청북도 음성군
㈜스타렌트카 금왕영업소,영업소,충청북도 음성군 금왕읍 금석로 57-2,충청북도 음성군 금왕읍 무극리 80-10,36.99079676,127.598084,충청북도 음성군 금왕읍 금석로 57-2,충청북도 음성군 금왕읍 무극리 80-10,,34,31,3,1,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,지현종,043-908-1711,2023-07-06,4470000,충청북도 음성군
㈜애니렌트카 금왕영업소,영업소,충청북도 음성군 금왕읍 대금로 1421,충청북도 음성군 금왕읍 무극리 551-25,36.98749507,127.5900765,충청북도 음성군 금왕읍 대금로 1421,충청북도 음성군 금왕읍 무극리 551-25,,30,29,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,이화종,043-881-3232,2023-07-06,4470000,충청북도 음성군
㈜쏘카,영업소,충청북도 음성군 맹동면 대하2길 41,충청북도 음성군 맹동면 두성리 1476,36.90574868,127.545167,충청북도 음성군 맹동면 대하2길 41,충청북도 음성군 맹동면 두성리 1476,,15,15,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,박재욱,070-4700-0231,2023-07-06,4470000,충청북도 음성군
㈜쏘카,영업소,충청북도 음성군 맹동면 대하2나길 5,충청북도 음성군 맹동면 두성리 1491,36.90669136,127.5418847,충청북도 음성군 맹동면 대하2나길 5,충청북도 음성군 맹동면 두성리 1491,,2,2,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,연중무휴,,박재욱,070-4700-0231,2023-07-06,4470000,충청북도 음성군
㈜한미렌트카,주사업장,경기도 고양시 일산동구 고양대로 762,경기도 고양시 일산동구 중산동 1689,37.68185874,126.7809809,"경기도 파주시 월롱면 엘씨디로 16, A동 701호(엘씨디파크)",,,82,82,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-924-5672,2023-10-06,3940000,경기도 고양시
㈜뉴가나다,주사업장,경기도 고양시 일산서구 중앙로 1581,경기도 고양시 일산서구 대화동 2219-2,37.67614509,126.7461014,경기도 고양시 일산동구 사리현로 19(식사동 250-6),,,65,50,15,0,0,,,,,,,,09:00,20:00,,,,,,,,031-924-9988,2023-10-06,3940000,경기도 고양시
㈜제트렌트카,주사업장,경기도 고양시 일산서구 경의로789번길 20,경기도 고양시 일산서구 덕이동 209,37.68848975,126.7583367,경기도 고양시 덕양구 마상로134번길 109(주교동),,,121,117,4,0,0,,,,,,,,09:00,18:00,,,,,,,,031-969-2256,2023-10-06,3940000,경기도 고양시
㈜블루렌트,주사업장,경기도 고양시 덕양구 서정마을1로 8,경기도 고양시 덕양구 행신동 1080-4,37.61895758,126.8455151,"경기도 파주시 월롱면 엘씨디로 16, LCD파크 A동 601호",,,89,88,1,0,0,,,,,,,,09:00,18:00,,,,,,,,031-970-9801,2023-10-06,3940000,경기도 고양시
㈜가온렌트카,주사업장,경기도 고양시 일산서구 중앙로 1427,경기도 고양시 일산서구 주엽동 107,37.66947532,126.7613677,"경기도 고양시 일산서구 강성로 115, 7층(주엽동, 금강빌딩)",,,50,48,2,0,0,,,,,,,,09:00,18:00,,,,,,,,031-923-5855,2023-10-06,3940000,경기도 고양시
케이투렌트카㈜,주사업장,경기도 고양시 일산서구 주화로 210,경기도 고양시 일산서구 대화동 2226,37.67564807,126.7466685,"경기도 김포시 김포한강7로 93(구래동, 김포월드에비뉴주차장)",,,61,59,2,0,0,,,,,,,,09:00,18:00,,,,,,,,1688-4754,2023-10-06,3940000,경기도 고양시
㈜에이스렌터카,주사업장,경기도 고양시 일산서구 주화로 210,경기도 고양시 일산서구 대화동 2226,37.67564807,126.7466685,"서울특별시 강서구 마곡서로 157, 스프링파크타워",,,97,96,1,0,0,,,,,,,,09:00,18:00,,,,,,,,1644-8891,2023-10-06,3940000,경기도 고양시
㈜어썸렌터카,주사업장,경기도 고양시 일산동구 백마로213번길 36,경기도 고양시 일산동구 장항동 854-1,37.65597375,126.7732253,"경기도 파주시 교하로 914, 아이리스타운 4층",,,59,49,0,0,0,,,,,,,,09:00,22:00,,,,,,,,031-908-4111,2023-10-06,3940000,경기도 고양시
㈜경동,영업소,제주특별자치도 제주시 신대로 45,제주특별자치도 제주시 연동 300-8,33.4932207,126.4972165,,제주특별자치도 서귀포시 표선면 하천리 1174,,100,96,4,1,0,,,,,,,,07:45,20:00,,,,,,,,064-744-7475,2023-12-06,6500000,제주특별자치도
㈜레드캡,영업소,제주특별자치도 제주시 다호길 130,제주특별자치도 제주시 용담이동 1963-4,33.50320226,126.4939939,,제주특별자치도 제주시 연동 2456,,620,597,23,120,0,,,,,,,,07:45,20:00,,,,,,,,064-803-0391,2023-12-06,6500000,제주특별자치도
㈜쏘카,영업소,전라북도 남원시 남문로 447,,35.40670224,127.3805512,전라북도 남원시 남문로 447,,,7,7,0,0,0,,,,,,,,09:00,18:00,,,,,,,,1661-3315,2023-05-30,4700000,전라북도 남원시
